Name,Rating,Votes,Duration,Genre
Under Paris,5.2, 36K,1h 44m,Drama
When Fall Is Coming,6.8, 1.7K,1h 44m,Drama
Misericordia,6.9, 2K,1h 44m,Drama
Superboys of Malegaon,7.8, 1.9K,2h 7m,Drama
Rumours,5.0, 4.6K,1h 44m,Drama
Kalki 2898 AD,7.0, 66K,3h,Drama
Beating Hearts,7.0, 4.6K,2h 46m,Drama
The Deliverance,5.1, 22K,1h 52m,Drama
Emmanuelle,4.1, 1.6K,1h 47m,Drama
Joy,7.1, 9.3K,1h 55m,Drama
Armor,3.6, 3.8K,1h 29m,Drama
Hey Joe,6.2, 216,1h 57m,Drama
Chosen Family,4.8, 395,1h 28m,Drama
Sister Midnight,6.6, 378,1h 47m,Drama
Lilies Not for Me,7.6, 157,1h 39m,Drama
Killer Heat,5.6, 13K,1h 35m,Drama
Long Gone Heroes,5.2, 1.1K,1h 41m,Drama
The Forge,6.7, 4.8K,2h 4m,Drama
Black Dog,7.2, 2.8K,1h 56m,Drama
Watchmen: Chapter I,7.0, 6.5K,1h 23m,Drama
The Damned,5.7, 3.9K,1h 29m,Drama
The Devil's Bath,6.6, 6.2K,2h 1m,Drama
Bonhoeffer: Pastor. Spy. Assassin.,6.3, 3.6K,2h 13m,Drama
Lonely Planet,5.7, 12K,1h 34m,Drama
Cabrini,7.3, 8.7K,2h 22m,Drama
Rebel Moon - Part Two: The Scargiver,5.3, 59K,2h 2m,Drama
Vermiglio,6.9, 4K,1h 59m,Drama
Mother of the Bride,4.8, 17K,1h 28m,Drama
The End,5.5, 1.8K,2h 28m,Drama
Succubus,4.6, 1.2K,1h 43m,Drama
Unstoppable,6.8, 4.1K,1h 56m,Drama
Four Mothers,7.2, 190,1h 29m,Drama
Watchmen: Chapter II,7.0, 3K,1h 30m,Drama
The Children's Train,7.4, 7.1K,1h 46m,Drama
Restless,6.7, 185,1h 29m,Drama
Loveable,7.9, 1.8K,1h 41m,Drama
Dead Mail,6.7, 321,1h 46m,Drama
Bob Marley: One Love,6.2, 34K,1h 47m,Drama
Eephus,7.1, 564,1h 39m,Drama
Ghostlight,7.6, 5.9K,1h 55m,Drama
Dìdi,7.3, 13K,1h 33m,Drama
Armand,6.2, 2.7K,1h 58m,Drama
Being Maria,6.1, 597,1h 40m,Drama
Faith of Angels,5.7, 211,1h 38m,Drama
Ponyboi,5.8, 289,1h 43m,Drama
The Last Dance,7.8, 2.3K,2h 6m,Drama
The Fire Inside,6.7, 2.5K,1h 49m,Drama
Goodrich,6.3, 5.2K,1h 50m,Drama
The Tearsmith,5.2, 12K,1h 43m,Drama
Kishkindha Kaandam,8.0, 12K,2h 13m,Drama
Look Back,7.8, 15K,58m,Drama
Between Borders,5.9, 233,1h 30m,Drama
The Thicket,5.8, 3.1K,1h 48m,Drama
Winter Spring Summer or Fall,7.1, 531,1h 37m,Drama
"Oh, Canada",5.7, 2K,1h 31m,Drama
Do Patti,6.4, 69K,2h 6m,Drama
A Sacrifice,5.0, 5.2K,1h 34m,Drama
McVeigh,4.5, 504,1h 30m,Drama
The Girl in the Pool,4.3, 1.4K,1h 29m,Drama
Revolver,5.4, 860,1h 54m,Drama
Audrey's Children,7.0, 368,1h 50m,Drama
Scoop,6.5, 20K,1h 42m,Drama
Modi: Three Days on the Wing of Madness,5.6, 525,1h 50m,Drama
Four Letters of Love,6.8, 33,2h 5m,Drama
Los Frikis,6.8, 800,1h 51m,Drama
Boneyard,4.1, 5K,1h 36m,Drama
The Best Christmas Pageant Ever,6.8, 6.1K,1h 39m,Drama
Universal Language,7.0, 1.4K,1h 29m,Drama
Millers in Marriage,5.3, 362,1h 57m,Drama
Out of My Mind,7.4, 2.6K,1h 42m,Drama
Mea Culpa,4.2, 7K,2h,Drama
Mary,5.2, 8.1K,1h 52m,Drama
Colors of Evil: Red,6.4, 8.4K,1h 51m,Drama
Touch,7.4, 5.4K,2h 1m,Drama
Grafted,5.6, 2.2K,1h 36m,Drama
Goebbels and the Führer,6.7, 2.2K,2h 15m,Drama
The Most Precious of Cargoes,7.1, 936,1h 21m,Drama
Cloud,6.3, 1.1K,2h 4m,Drama
Cheat,4.2, 201,1h 45m,Drama
On Falling,7.4, 541,1h 44m,Drama
Midas Man,6.4, 1.6K,1h 52m,Drama
Baby John,5.2, 17K,2h 39m,Drama
Girls Will Be Girls,7.1, 2.5K,1h 58m,Drama
Uprising,6.6, 5.5K,2h 6m,Drama
My Favourite Cake,7.4, 7.2K,1h 37m,Drama
Teri Baaton Mein Aisa Uljha Jiya,6.2, 54K,2h 21m,Drama
Viduthalai Part 2,7.9, 16K,2h 50m,Drama
Guna guna istri muda,5.1, 142,1h 38m,Drama
Turtles All the Way Down,6.6, 6.9K,1h 51m,Drama
Unsung Hero,7.0, 5K,1h 53m,Drama
No Way Up,4.6, 10K,1h 30m,Drama
Monsieur Aznavour,7.3, 2.4K,2h 13m,Drama
Justice,6.3, 3.9K,1h 53m,Drama
Bonjour Tristesse,6.0, 91,1h 50m,Drama
Darkest Miriam,6.8, 68,1h 27m,Drama
The Goat Life,7.1, 47K,2h 53m,Drama
Grand Tour,6.6, 1.6K,2h 8m,Drama
Winner,6.5, 2.4K,1h 43m,Drama
Hold Your Breath,5.3, 8.6K,1h 34m,Drama
A Mistake,5.5, 756,1h 41m,Drama
Damaged,4.7, 7.3K,1h 37m,Drama
