Name,Rating,Votes,Duration,Genre,Duration_Minutes
The Thundermans Return,5.0,1800,1h 10m,Crime,70
Blackwater Lane,4.6,1900,1h 48m,Crime,108
Sikandar Ka Muqaddar,6.0,24000,2h 22m,Crime,142
The Roundup: Punishment,6.6,5200,1h 49m,Crime,109
Barron's Cove,8.2,29,1h 56m,Crime,116
Duchess,4.6,1300,1h 54m,Crime,114
Sector 36,7.1,25000,2h 3m,Crime,123
Jönssonligan kommer tillbaka,5.9,1400,1h 44m,Crime,104
Thalavan,7.2,4600,2h 11m,Crime,131
Singham Again,4.7,75000,2h 24m,Crime,144
Harbin,6.3,615,1h 48m,Crime,108
Depravity,4.3,985,1h 57m,Crime,117
Jigra,6.0,24000,2h 33m,Crime,153
"I, the Executioner",6.3,1700,1h 58m,Crime,118
5lbs of Pressure,5.3,1600,1h 51m,Crime,111
Golam,7.2,5600,2h,Crime,120
Reputation,9.3,9,1h 23m,Crime,83
The Trainer,7.0,54,1h 35m,Crime,95
The Clean Up Crew,4.1,1100,1h 35m,Crime,95
The Courier,6.0,4400,1h 41m,Crime,101
Officer Black Belt,6.8,8200,1h 48m,Crime,108
Badland Hunters,5.9,12000,1h 47m,Crime,107
Strictly Confidential,2.8,848,1h 34m,Crime,94
Maharaj,6.5,15000,2h 11m,Crime,131
Marmalade,6.3,3600,1h 39m,Crime,99
The Kingdom,6.9,737,1h 52m,Crime,112
The Soul Eater,5.9,2600,1h 48m,Crime,108
Darkness of Man,4.8,3200,1h 49m,Crime,109
Code 8: Part II,5.7,16000,1h 40m,Crime,100
El Jockey,6.4,1700,1h 36m,Crime,96
Ulajh,6.0,24000,2h 30m,Crime,150
Bougainvillea,6.4,3200,2h 18m,Crime,138
Cult Killer,4.8,2800,1h 45m,Crime,105
Drugstore June,5.4,1700,1h 31m,Crime,91
Bogota: City of the Lost,5.4,1900,1h 48m,Crime,108
Inside,7.0,234,1h 44m,Crime,104
Anweshippin Kandethum,7.4,10000,2h 22m,Crime,142
King Ivory,7.3,63,2h 10m,Crime,130
Pani,6.9,3000,2h 23m,Crime,143
Ride,5.9,393,1h 54m,Crime,114
Bangkok Dog,4.9,185,1h 25m,Crime,85
Io e te dobbiamo parlare,4.2,240,1h 35m,Crime,95
Compulsion,6.3,13,1h 34m,Crime,94
What Jennifer Did,6.1,11000,1h 27m,Crime,87
In Youth We Trust,6.8,417,2h 12m,Crime,132
Lover Stalker Killer,7.0,13000,1h 30m,Crime,90
Boundless,5.6,1900,2h 1m,Crime,121
First Shift,4.5,2000,1h 29m,Crime,89
Crescent City,3.9,1300,1h 43m,Crime,103
Broken Rage,6.1,1400,1h 2m,Crime,62
City Hunter,6.3,5600,1h 42m,Crime,102
Freedom,5.9,1400,1h 50m,Crime,110
Dead Wrong,3.9,258,1h 44m,Crime,104
Guns & Moses,8.1,44,1h 34m,Crime,94
Jailbreak: Love on the Run,6.4,3200,1h 28m,Crime,88
Rats!,6.5,121,1h 25m,Crime,85
A Place Called Silence,6.4,1200,1h 59m,Crime,119
Maldoror,7.0,599,2h 35m,Crime,155
Sicilian Letters,6.1,684,2h 2m,Crime,122
To a Land Unknown,7.3,494,1h 45m,Crime,105
Octopus with Broken Arms,6.1,246,1h 49m,Crime,109
Nice Girls,4.2,1200,1h 32m,Crime,92
Hijack 1971,6.8,3300,1h 40m,Crime,100
Vettaiyan,7.0,39000,2h 43m,Crime,163
Untamed Royals,4.6,638,1h 39m,Crime,99
Wanted Man,4.8,2600,1h 25m,Crime,85
The Pee Pee Poo Poo Man,8.2,24,1h 19m,Crime,79
The Sabarmati Report,6.4,24000,2h 7m,Crime,127
Laws of Man,5.2,1000,1h 38m,Crime,98
In Her Place,6.2,1500,1h 36m,Crime,96
Kingsmen,6.4,47,1h 12m,Crime,72
Here Now,4.9,406,1h 58m,Crime,118
Ferry 2,5.6,3800,1h 34m,Crime,94
The Shameless,5.8,220,1h 54m,Crime,114
Strangers,4.3,387,1h 46m,Crime,106
Saripodhaa Sanivaaram,7.0,9000,2h 46m,Crime,166
Savi,6.1,35000,2h 6m,Crime,126
Sorgavaasal,6.6,1300,2h 18m,Crime,138
How to Rob a Bank,6.6,4200,1h 28m,Crime,88
Bloodline Killer,3.8,4400,1h 45m,Crime,105
The Lockdown,4.3,609,1h 57m,Crime,117
Dirty Ice Cream,4.4,119,47m,Crime,47
Shoutai,6.9,555,2h,Crime,120
Raayan,6.5,11000,2h 25m,Crime,145
The Actor,3.4,732,2h 8m,Crime,128
Loverboy: Emoties Uit,6.4,513,1h 38m,Crime,98
Two to One,6.1,725,1h 56m,Crime,116
Belle,5.8,61,1h 40m,Crime,100
The Bitter Sugar,6.8,9,1h 32m,Crime,92
The Birds Who Fear Death,9.2,73,1h 42m,Crime,102
Biggest Heist Ever,6.1,1400,1h 25m,Crime,85
GTMax,5.0,1200,1h 40m,Crime,100
Havnaa,7.2,240,1h 50m,Crime,110
Roadkill,3.7,682,1h 30m,Crime,90
Hellhound,4.3,507,1h 43m,Crime,103
Faultline,5.7,94,1h 32m,Crime,92
Tillu Square,6.6,3400,2h 17m,Crime,137
Last Known Location,6.1,1400,1h 50m,Crime,110
Serpent's Path,5.8,285,1h 52m,Crime,112
Dengeler,5.3,204,2h 3m,Crime,123
The Park Maniac,4.8,1600,1h 43m,Crime,103
Conquer: Lahad Datu,6.6,511,2h,Crime,120
Bhakshak,7.2,7200,2h 14m,Crime,134
Papa,7.5,324,2h 11m,Crime,131
Mission: Cross,6.1,2600,1h 45m,Crime,105
The Final: Attack on Wembley,6.3,2500,1h 22m,Crime,82
Kaulayaw,4.1,165,1h 35m,Crime,95
The Seven Sorrows of Mary,6.6,34,1h 38m,Crime,98
The Girl Who Wore Yellow Lace,4.5,22,1h 22m,Crime,82
Auron Mein Kahan Dum Tha,6.5,41000,2h 30m,Crime,150
Crisis Negotiators,6.7,716,2h,Crime,120
Phir Aayi Hasseen Dillruba,5.8,6800,2h 12m,Crime,132
Peg O' My Heart,6.1,118,1h 37m,Crime,97
Una ballena,6.1,76,1h 48m,Crime,108
Anand Sreebala,6.6,2400,2h 14m,Crime,134
Dirty Money,5.6,131,1h 40m,Crime,100
Hunt the Wicked,5.3,112,1h 42m,Crime,102
Unspoken,8.2,46,2h,Crime,120
They Called Him Mostly Harmless,5.9,3200,1h 29m,Crime,89
Scorched Earth,6.7,538,1h 41m,Crime,101
Rautu Ka Raaz,6.3,2000,1h 54m,Crime,114
Abraham Ozler,6.6,4200,2h 23m,Crime,143
Kahar: Kapla High Council,6.9,458,1h 42m,Crime,102
10 Days of a Curious Man,5.7,1200,1h 50m,Crime,110
She's Got No Name,7.0,50,2h 30m,Crime,150
Miséria,5.3,101,1h 39m,Crime,99
Citizen of a Kind,6.7,817,1h 54m,Crime,114
Sheriff,6.9,1100,2h 13m,Crime,133
Lady Scorpions,3.6,367,1h 41m,Crime,101
The Smile Man,7.6,1500,2h 2m,Crime,122
A Brothers Bond,5.2,40,1h 43m,Crime,103
Nefarious,7.1,56,1h 25m,Crime,85
Borderless Fog,5.2,1300,1h 50m,Crime,110
Sayara,5.7,277,1h 38m,Crime,98
Bermondsey Tales: Fall of the Roman Empire,4.4,182,1h 39m,Crime,99
Nunakuzhi,6.8,3000,2h 5m,Crime,125
Nahir,4.7,1100,2h 2m,Crime,122
Road to Terzetto,7.2,35,1h 36m,Crime,96
The Moon Thieves,6.1,250,1h 48m,Crime,108
Drive,5.7,329,1h 30m,Crime,90
Baby Assassins: Nice Days,7.3,303,1h 43m,Crime,103
The Truth vs. Alex Jones,7.5,3000,2h 1m,Crime,121
Shakhahaari,7.5,1300,2h 25m,Crime,145
Metamorfosi dell'essere,7.6,76,1h 45m,Crime,105
Midas,4.7,339,1h 25m,Crime,85
Go for Broke,5.7,272,1h 55m,Crime,115
ChiefsAholic: A Wolf in Chiefs Clothing,6.2,375,2h 1m,Crime,121
Love You to Debt,6.2,759,2h 15m,Crime,135
Operation Raavan,7.9,1200,2h 27m,Crime,147
"MoviePass, MovieCrash",6.7,2800,1h 36m,Crime,96
Formed Police Unit,4.6,476,2h,Crime,120
Quotation Gang Part 1,8.8,21,1h 58m,Crime,118
"Rajagunj: Pooja, Sir",6.4,737,1h 55m,Crime,115
A Gangster's Kiss,4.9,45,1h 21m,Crime,81
Nirangal Moondru,6.1,534,2h 2m,Crime,122
Svemu dodje kraj,6.6,274,1h 29m,Crime,89
9 Windows,3.6,308,1h 22m,Crime,82
Ghost Killer,7.1,73,1h 45m,Crime,105
Dandupalayam,5.9,1300,2h 17m,Crime,137
The Shadow,6.5,260,1h 30m,Crime,90
Murder and Cocktails,4.0,360,1h 28m,Crime,88
Killerwood,7.3,29,1h 24m,Crime,84
Prasanna Vadanam,6.6,538,2h 26m,Crime,146
Plastic Guns,6.3,614,1h 35m,Crime,95
No Cap,5.6,38,1h 48m,Crime,108
Sons of Rizk 3,6.7,1700,2h 5m,Crime,125
Un homme en fuite,5.4,157,1h 46m,Crime,106
Diddy: Summit to Plummet,2.3,202,1h,Crime,60
Guess Who,4.8,366,1h 33m,Crime,93
Cursed in Baja,7.6,22,1h 20m,Crime,80
Gumasthan,5.8,506,2h 25m,Crime,145
They Turned Us Into Killers,2.7,254,1h 26m,Crime,86
(Pri)sons,5.1,271,1h 40m,Crime,100
Siren,6.4,2900,2h 34m,Crime,154
Vina: Before 7 Days,5.4,592,1h 40m,Crime,100
Silvio,3.0,508,1h 54m,Crime,114
Visfot,5.7,1200,2h 10m,Crime,130
Blackia 2,5.9,125,2h 12m,Crime,132
Prepare to Die,4.6,233,1h 33m,Crime,93
The Worst Man in London,5.7,146,2h 7m,Crime,127
Killer Babes,3.5,285,1h 34m,Crime,94
Le Mohican,7.0,151,1h 27m,Crime,87
Silver Star,6.9,15,1h 42m,Crime,102
Rob N Roll,6.1,1500,1h 38m,Crime,98
Mudo Kannu,6.6,2100,1h 40m,Crime,100
The Epidemic,5.7,72,1h 35m,Crime,95
Bars,5.8,23,2h 15m,Crime,135
Vivekam,8.2,308,1h 44m,Crime,104
Andhagan,6.7,1200,2h 22m,Crime,142
Bond of Justice: Kizuna Part I - Encounter,6.2,18,1h 32m,Crime,92
Hustlers Take All,5.5,80,1h 46m,Crime,106
Troll Factory,5.8,465,1h 49m,Crime,109
The Shakedown,5.0,307,1h 44m,Crime,104
Matka,4.7,586,2h 36m,Crime,156
Sentimentaaal,5.6,976,2h 15m,Crime,135
Red,4.6,97,1h 54m,Crime,114
Estômago II: O Poderoso Chef,5.8,321,2h 11m,Crime,131
Zebra,7.2,3200,2h 44m,Crime,164
Kondal,5.4,769,2h 27m,Crime,147
The Plot,4.8,380,1h 40m,Crime,100
Samandar,7.7,140,2h 52m,Crime,172
Castillo,8.1,33,2h 8m,Crime,128
Wieczór kawalerski,4.8,436,1h 25m,Crime,85
The Mick and the Trick,4.9,76,1h 36m,Crime,96
Tòkunbò,3.9,296,1h 53m,Crime,113
Texas Twister,2.5,157,1h 28m,Crime,88
Poslednji strelac,5.5,258,1h 30m,Crime,90
Case of Kondana,5.8,588,2h 23m,Crime,143
Red Night at Skye's,8.0,5,1h 22m,Crime,82
Krista,5.6,49,58m,Crime,58
Green Bones,7.7,182,1h 36m,Crime,96
The Infallibles,4.8,751,1h 39m,Crime,99
Pattaya Heat,5.6,222,1h 57m,Crime,117
"Hemet, or the Landlady Don't Drink Tea",4.3,88,1h 29m,Crime,89
Sattam En Kaiyil,8.0,2200,2h 4m,Crime,124
Ballistic,2.2,161,1h 35m,Crime,95
Young Lion of the West,5.2,108,1h 33m,Crime,93
Mathu Vadalara 2,7.0,1700,2h 19m,Crime,139
Shu Si Yi Bo,6.6,32,1h 31m,Crime,91
Fyre Rises,6.5,322,1h 50m,Crime,110
Mirza: Part 1 - Joker,6.8,240,2h 45m,Crime,165
Desperado,6.0,143,1h 40m,Crime,100
Amish Affair,5.5,201,1h 26m,Crime,86
Dhakshina,5.4,5200,1h 47m,Crime,107
Best Man Dead Man,6.6,11,1h 23m,Crime,83
Little Jaffna,6.9,44,1h 40m,Crime,100
Jersey Bred,4.4,71,1h 32m,Crime,92
Mr. Bachchan,3.6,5300,2h 30m,Crime,150
High Forces,5.7,526,1h 59m,Crime,119
Illusions for Sale: The Rise and Fall of Generation Zoe,6.2,643,1h 47m,Crime,107
Unknown Caller,7.0,29,1h 3m,Crime,63
Bastar: The Naxal Story,6.4,3300,2h 4m,Crime,124
Reloaded 2,7.8,1100,45m,Crime,45
Bangkok Breaking: Heaven and Hell,5.8,665,2h 26m,Crime,146
GATAO: Like Father Like Son,6.8,70,1h 40m,Crime,100
The Desperate Chase,5.5,59,1h 50m,Crime,110
Danger in the Dorm,5.0,152,1h 26m,Crime,86
Telekinesis,5.9,60,1h 46m,Crime,106
Satyabhama,5.9,1500,2h 12m,Crime,132
Suspect,4.6,81,1h 34m,Crime,94
S.I.T,6.7,2300,1h 50m,Crime,110
The Heist,6.9,2000,2h,Crime,120
Shivam Bhaje,7.9,3000,2h 1m,Crime,121
Untold: The Murder of Air McNair,5.6,2100,57m,Crime,57
Vares X,3.7,118,1h 25m,Crime,85
Chris Brown: A History of Violence,5.4,315,1h 22m,Crime,82
DNA,5.1,210,2h 36m,Crime,156
Overdose,8.9,43,2h 15m,Crime,135
The Experts,6.1,276,2h 1m,Crime,121
RTI,5.9,26,2h 10m,Crime,130
Yevam,5.8,1500,2h 3m,Crime,123
Remedy,4.1,261,1h 22m,Crime,82
Priyo Maloti,6.7,181,1h 59m,Crime,119
The Donor,9.0,9,23m,Crime,23
Bozji gnjev,7.2,59,1h 51m,Crime,111
The Kingdom,7.9,89,2h 13m,Crime,133
Dark World,4.6,15,2h 15m,Crime,135
RapeD,7.0,28,1h 45m,Crime,105
Where Is Gilgamesh?,9.0,606,1h 30m,Crime,90
Oppa,8.5,47,1h 24m,Crime,84
Piano Love,5.6,14,1h 36m,Crime,96
"LSD 2: Love, Sex Aur Dhokha 2",3.8,2800,1h 59m,Crime,119
Yalakunni,8.8,167,2h 15m,Crime,135
The Waterboyz,7.8,85,1h 29m,Crime,89
Second Life,6.8,48,1h 45m,Crime,105
Sinful Lies,6.9,8,1h 5m,Crime,65
Passages of Nexus,5.9,229,1h 48m,Crime,108
Hit List,5.5,313,2h 5m,Crime,125
Wannabe,4.6,126,1h 42m,Crime,102
Cookster: The Darkest Days,8.2,40,1h 59m,Crime,119
Gangs of Godavari,5.0,909,2h 45m,Crime,165
Uninvited,6.8,73,1h 33m,Crime,93
Oru Nodi,6.7,504,2h 8m,Crime,128
Plea,6.9,24,1h 28m,Crime,88
Tiger Wolf Rabbit,6.2,504,2h 6m,Crime,126
The Legend of the Vagabond Queen of Lagos,7.8,37,1h 40m,Crime,100
Taxali Gate,6.6,118,1h 35m,Crime,95
Kaliyugam Pattanamlo,6.6,2200,2h 30m,Crime,150
Rakshana,5.4,1100,2h 19m,Crime,139
Risky Business,7.8,91,1h 47m,Crime,107
La mort viendra,6.0,42,1h 41m,Crime,101
The Murder of Sandra Rivett,6.2,144,1h 30m,Crime,90
Silence 2: The Night Owl Bar Shootout,6.2,1900,2h 22m,Crime,142
Chitram Choodara,4.6,15,2h 7m,Crime,127
Saindhav,5.1,1600,2h 18m,Crime,138
Pungut,6.7,11,1h 40m,Crime,100
Hovering Blade,6.1,237,1h 47m,Crime,107
Villain - Life of a Gangster,8.9,156,2h 21m,Crime,141
Bhaje Vaayu Vegam,6.1,555,2h 16m,Crime,136
Kingdom Reign,8.3,37,1h 59m,Crime,119
Nastupit leto,7.0,23,1h 34m,Crime,94
Gde nashi dengi?,6.9,13,1h 16m,Crime,76
Nelma Kodama: The Queen of Dirty Money,5.5,184,1h 34m,Crime,94
Swing Bout,8.7,175,1h 30m,Crime,90
Filthy Animals,7.3,91,1h 36m,Crime,96
The Star City Murders,4.1,142,1h 19m,Crime,79
Dream Lock,8.6,21,1h 40m,Crime,100
Money No Enough 3,6.0,264,2h 18m,Crime,138
The Texas Cheerleader Murder Plot,5.0,296,1h 40m,Crime,100
Holiday Hold-Up,5.7,68,1h 29m,Crime,89
Cry of Silence,6.2,73,1h 56m,Crime,116
Abudeka Is Back,5.3,34,2h,Crime,120
Dead Man,5.1,206,1h 49m,Crime,109
One Last Time,7.0,15,1h 22m,Crime,82
Chor Dil,7.4,37,2h 15m,Crime,135
Hain,2.9,45,1h 35m,Crime,95
Protein,6.6,61,1h 40m,Crime,100
Breaking the Silence: The Maria Soledad Case,6.4,517,1h 35m,Crime,95
What Happens in Miami,4.3,219,1h 30m,Crime,90
Blood and Black,7.6,1100,1h 28m,Crime,88
The Unwavering Brotherhood,5.3,80,1h 34m,Crime,94
Bheema,5.8,950,2h 28m,Crime,148
Chithini,6.0,551,2h 31m,Crime,151
Kiss of the Con Queen,7.5,27,1h 57m,Crime,117
Valleyheart,8.8,37,1h 38m,Crime,98
"Bullets, Brothers and Blood",7.8,15,1h 25m,Crime,85
Cafe 404,7.2,35,1h 33m,Crime,93
Lipstick,6.3,27,2h 25m,Crime,145
Jog 101,6.6,497,1h 47m,Crime,107
Martingale,5.4,105,1h 43m,Crime,103
Dream Team,5.2,59,1h 31m,Crime,91
Brattt,4.7,67,1h 57m,Crime,117
ONENESS,9.3,18,1h 55m,Crime,115
Bodiless,5.7,1000,1h 30m,Crime,90
Whatever It Takes,8.3,14,1h 33m,Crime,93
Rebel,3.1,65,1h 40m,Crime,100
Thirumbipaar,5.6,239,1h 41m,Crime,101
Chameleon,5.8,31,2h 13m,Crime,133
Gam Gam Ganesha,5.3,310,2h 20m,Crime,140
Pathological: The Lies of Joran van der Sloot,6.5,347,1h 33m,Crime,93
First Rites,7.0,5,1h 54m,Crime,114
Vergüenza,6.9,23,1h 43m,Crime,103
Remember Us,6.2,39,1h 36m,Crime,96
Dickweed,7.1,36,1h 30m,Crime,90
"Milk, Rice, and the Blood",9.0,53,45m,Crime,45
State of Silence,6.5,110,1h 20m,Crime,80
Bury Him,7.4,13,1h 28m,Crime,88
Blood Dried Hands,5.4,35,1h 55m,Crime,115
Gold Boy,6.5,133,2h 9m,Crime,129
Thankamani,4.6,229,2h 36m,Crime,156
Housekeeping,6.0,41,1h 38m,Crime,98
Meitantei Conan Bâsasu Kaitô Kiddo,6.1,160,1h 21m,Crime,81
PT Sir,6.8,1700,2h 10m,Crime,130
Game Over,5.7,20,1h 14m,Crime,74
Kala Ratri,6.8,15,2h 2m,Crime,122
Kurukku,6.5,531,1h 49m,Crime,109
Harom Hara,6.6,3000,2h 34m,Crime,154
The Good Loan Sharks,5.0,75,2h 2m,Crime,122
Kokuhaku Confession,5.6,148,1h 14m,Crime,74
Dark Deceptions,6.2,36,1h 22m,Crime,82
Gossip to Die For,5.3,81,1h 34m,Crime,94
Lipstick on the Glass,4.6,12,1h 56m,Crime,116
Secret Home,8.3,148,1h 57m,Crime,117
Angry Squad: Civil Servants & Seven Swindlers,7.9,45,2h,Crime,120
Scopophobia,6.0,47,1h 40m,Crime,100
Accident or Conspiracy: Godhra,7.4,783,2h 13m,Crime,133
Raktaksha,8.4,1400,1h 58m,Crime,118
Tschugger - Der Lätscht Fall,8.1,165,2h 27m,Crime,147
Beneath the Fold,8.0,23,1h 20m,Crime,80
Vojna policajtov,6.5,339,2h 30m,Crime,150
Maloney - Die ersten drei haarsträubenden Fälle,6.7,76,1h 38m,Crime,98
Murder in a Teacup,6.3,148,1h 33m,Crime,93
Raavsaheb,8.4,7,2h 18m,Crime,138
CHAAW: Chapter 3 - Christmas Time Is Here,7.9,475,1h 12m,Crime,72
The Stix,7.1,31,2h 3m,Crime,123
Nasha Jurm Aur Gangsters,6.7,2400,2h 17m,Crime,137
Suspicion,3.6,207,1h 55m,Crime,115
Haunting Trophies,7.7,66,2h 30m,Crime,150
Landkrimi: Steirergift,6.3,67,1h 30m,Crime,90
Paarijathaparvam,6.2,2300,2h 13m,Crime,133
The Bottom Line,6.5,12,1h 47m,Crime,107
Nico,8.3,45,1h 49m,Crime,109
Who Killed Angel Adams?,6.3,24,1h 16m,Crime,76
Niyathi,6.8,174,1h 53m,Crime,113
Anyone Else But Me,7.0,153,1h 35m,Crime,95
Porch Pirates,5.0,103,1h 47m,Crime,107
The Dealer,8.3,12,2h,Crime,120
Maven,9.5,39,2h 15m,Crime,135
Scapegoat,7.0,22,1h 25m,Crime,85
Jaspal,7.3,28,1h 46m,Crime,106
Lolipop Gang,3.6,6,1h 30m,Crime,90
Marine Drive,9.5,50,1h 45m,Crime,105
Kunstroof,7.0,43,1h 42m,Crime,102
Tiempo de Pagar,7.4,48,1h 3m,Crime,63
Charlotte Link - Ohne Schuld,5.5,41,1h 29m,Crime,89
Common Sense,2.5,20,1h 8m,Crime,68
Salvajes,5.6,60,1h 30m,Crime,90
Thozhar Che Guevara,5.1,37,2h,Crime,120
Con Queens,6.2,19,1h 20m,Crime,80
My Home Hero the Movie,6.1,8,1h 57m,Crime,117
Routa,6.5,31,2h 7m,Crime,127
The Victims,5.9,82,1h 39m,Crime,99
Welcome to the Game,5.9,64,1h 30m,Crime,90
The London Underground Killer,4.7,92,1h 31m,Crime,91
Lorry Chapter-1,5.7,2400,3h 3m,Crime,183
Historias invisibles,6.4,27,1h 50m,Crime,110
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,1h 5m,Crime,65
Walk the Line,5.5,94,1h 55m,Crime,115
Kaçkin,7.6,9,1h 44m,Crime,104
Three Old Boys,4.8,97,1h 48m,Crime,108
Raja Rani,9.3,100,2h 14m,Crime,134
Abduction Chronicles,8.4,36,2h 6m,Crime,126
Searching for Amani,7.9,31,1h 20m,Crime,80
Pepe,5.0,491,2h 6m,Crime,126
Sangharshana,7.3,1600,1h 42m,Crime,102
The Real Story of January 6: Part 2 - The Long Road Home,6.2,29,1h 30m,Crime,90
Diari de la meva sextorsió,6.5,53,1h 4m,Crime,64
Supplier Shankara,9.3,70,2h 43m,Crime,163
Grey Games,7.5,1100,2h 1m,Crime,121
Snowstorm,4.6,5,1h 31m,Crime,91
Aaro,4.5,13,2h,Crime,120
G - 21 scener från Gottsunda,7.0,183,1h 20m,Crime,80
Uno Sir,6.4,44,1h 46m,Crime,106
Crime Reel,7.5,141,1h 51m,Crime,111
Kiyma: Orman Kanunlari,4.5,36,1h 21m,Crime,81
Orah,7.0,19,1h 35m,Crime,95
Above the Trees,6.5,14,2h 5m,Crime,125
The Housewife and the Hustler 2: The Reckoning,6.5,44,1h 34m,Crime,94
Muzhskoe slovo,6.5,460,1h 34m,Crime,94
Real Estate Sisters,4.8,17,1h 24m,Crime,84
The AI Dharma Story,2.5,1100,1h 29m,Crime,89
Abnormal: Buas,5.6,26,1h 30m,Crime,90
Muroi Shinji: Yaburezaru Mono,7.7,7,1h 55m,Crime,115
A Place Under the Sun,9.2,35,1h 50m,Crime,110
Chacaleria,8.1,419,1h 56m,Crime,116
Agontuk,5.4,22,2h 5m,Crime,125
Aranam,7.5,406,2h 7m,Crime,127
Thirsty for Likes,4.0,38,46m,Crime,46
The Deal,8.5,26,2h 10m,Crime,130
Untouchable,4.5,88,1h 52m,Crime,112
Rhino Man,8.8,42,1h 36m,Crime,96
Jama,6.3,16,1h 11m,Crime,71
Insurance Jimmy,6.9,148,1h 50m,Crime,110
Yathabhava,8.3,28,2h 7m,Crime,127
Los Justos,6.4,74,1h 19m,Crime,79
Novyy god v Beryozovke,7.1,99,1h 34m,Crime,94
Atlanta 10.02,5.3,14,45m,Crime,45
Below the Rim,5.0,16,1h 29m,Crime,89
Laandhar,4.1,97,1h 57m,Crime,117
The Bodyguard,6.6,29,1h 27m,Crime,87
4N6,9.6,62,1h 57m,Crime,117
Passagrana,6.5,129,1h 40m,Crime,100
Liebling Kreuzberg 2.0,5.1,50,1h 29m,Crime,89
Theppa Samudram,7.4,1600,2h 13m,Crime,133
Opportunity,8.9,91,1h 36m,Crime,96
Hocus Focus,7.9,19,1h 25m,Crime,85
Runnin' from Wolves,7.2,10,2h 13m,Crime,133
7vens Law,9.4,20,1h 8m,Crime,68
Nietzsche's Umbrella,8.7,21,1h 26m,Crime,86
Shina,7.5,7,1h 38m,Crime,98
AK47,7.2,14,2h 26m,Crime,146
Don't Love,7.9,1500,2h 57m,Crime,177
Koresha,3.0,63,1h 26m,Crime,86
What Lies Within,5.3,13,1h 30m,Crime,90
Full Clip for a Snitch,3.9,18,1h 15m,Crime,75
Water Mafia,9.2,12,45m,Crime,45
Downfall of the Crypto King (theatrical feature),6.2,28,1h 30m,Crime,90
Common Creed: Trafficking,6.7,8,1h 46m,Crime,106
Siragan,7.0,152,2h 10m,Crime,130
Pink Butterfly,5.7,55,1h 49m,Crime,109
Vallavan Vaguthadhada,6.5,56,1h 44m,Crime,104
Guxim,7.7,34,1h 15m,Crime,75
Gally Gang Stars,9.0,2000,2h 37m,Crime,157
Die Bloedhonde,6.3,10,1h 37m,Crime,97
Shades of Sapphire,7.8,9,1h 17m,Crime,77
Jalandhara,9.2,545,1h 50m,Crime,110
Blue Christmas,5.6,21,1h 19m,Crime,79
Dai jia fa de ren,5.4,59,2h 1m,Crime,121
Mukhya Gamanika,8.7,2100,2h 5m,Crime,125
Sharma & Ambani,9.1,183,1h 44m,Crime,104
Rancor,7.0,34,1h 23m,Crime,83
La Tamalera,8.2,9,1h 55m,Crime,115
Ugravatara,7.9,552,2h 2m,Crime,122
Bigul,9.3,46,2h 24m,Crime,144
Conviction,7.0,36,1h 37m,Crime,97
Blitz,7.2,8,6m,Crime,6
Break War,2.4,14,1h 26m,Crime,86
Spending Some Time Together,6.9,28,2h 26m,Crime,146
Ingu Mirugangal Vaazhum Idam,6.2,14,1h 48m,Crime,108
Lesní vrah,4.2,78,1h 18m,Crime,78
Netru Indha Neram,5.5,136,2h 20m,Crime,140
Vrutos,8.4,9,1h 40m,Crime,100
Kenda,8.9,20,2h 15m,Crime,135
Who Do You Trust?,3.6,40,1h 36m,Crime,96
No Loose Ends,6.7,9,1h 8m,Crime,68
Slapes,6.8,31,1h 22m,Crime,82
Myall Creek Day of Justice,6.4,17,1h 18m,Crime,78
Jimmy's Friends,7.0,11,1h 34m,Crime,94
Gull Lake Vice II: The Delusion Continues,8.2,16,58m,Crime,58
Bayamariya Brammai,8.8,25,1h 28m,Crime,88
Yaa Devi Sarva Bhuteshu,8.7,8,1h 59m,Crime,119
Beautifully Broken People,8.9,9,1h 15m,Crime,75
Leha,2.3,42,1h 38m,Crime,98
5D,8.2,578,2h 9m,Crime,129
SMB-plush presents trick or death,8.8,16,2h,Crime,120
The Kills,8.8,9,1h 10m,Crime,70
"Fallen Leaves, Broken Lighters",7.7,7,1h 36m,Crime,96
Vengeful,6.1,18,1h 40m,Crime,100
Dawgz Life,8.0,11,2h 23m,Crime,143
Malam Pertobatan,6.8,11,1h 21m,Crime,81
Dheera Samrat,9.8,99,2h 3m,Crime,123
Rangeli,9.4,93,2h 20m,Crime,140
Dead Name,9.0,11,1h 24m,Crime,84
A Valentine's Day,8.4,9,2h 6m,Crime,126
Cravings,1.6,8,2h 35m,Crime,155
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.9,30,1h 28m,Crime,88
Mun Kaupunki,6.6,22,1h 45m,Crime,105
Yurka,4.0,30,1h 25m,Crime,85
A Frozen Rage,5.4,47,1h 55m,Crime,115
So It Goes,3.3,19,1h 17m,Crime,77
Pinnil Oral,6.0,113,2h 7m,Crime,127
The Burned Hand,8.0,12,1h 25m,Crime,85
El Junior Del Patron,7.3,9,1h 32m,Crime,92
Beauty Grace Malice,7.6,44,1h 21m,Crime,81
Los Hijos De Camelia y Emilio,6.4,25,1h 22m,Crime,82
Las Hermanas Del Cartel,8.2,5,1h 31m,Crime,91
Killcon,9.5,14,31m,Crime,31
Namak,4.5,13,1h 15m,Crime,75
