Name,Rating,Votes,Duration,Genre,Duration_Minutes
O kokkinos daskalos,7.8,25,1h 40m,Documentary,100
Cose che accadono sulla terra,7.5,15,1h 23m,Documentary,83
Vavel the Band,9.4,16,1h 17m,Documentary,77
Beyond the Legend: Bigfoot Gone Wild,6.0,19,1h 46m,Documentary,106
Social Workers at War,5.0,9,50m,Documentary,50
Glyadyelov,7.1,9,1h 37m,Documentary,97
Sodan ja rauhan lapset,7.5,26,1h 5m,Documentary,65
And They Will Talk About Us,7.5,7,1h 43m,Documentary,103
Stesti a dobro vsem,6.9,10,1h 44m,Documentary,104
Kilometre,6.4,9,1h 15m,Documentary,75
Zinema,6.3,11,1h 22m,Documentary,82
The Gospel According to Ciretta,6.6,5,1h 12m,Documentary,72
La Révolution des oeillets,7.7,11,54m,Documentary,54
En salaa sinulta mitään,7.3,20,1h 24m,Documentary,84
Marmolada - Madre Roccia,8.3,12,1h 16m,Documentary,76
Nécrose,8.6,34,1h 20m,Documentary,80
The Great Hereafter,7.9,10,1h 2m,Documentary,62
Prezidentas,8.9,27,1h 55m,Documentary,115
Le Veilleur,7.2,6,1h 20m,Documentary,80
Nelyubimka,5.8,13,1h 26m,Documentary,86
Union - Die Besten Aller Tage,7.1,42,2h 1m,Documentary,121
Einhundertvier,6.5,9,1h 32m,Documentary,92
Unendlicher Raum,6.4,5,1h 34m,Documentary,94
Sr,6.1,27,1h 43m,Documentary,103
Insula Fondane (Fondane Island),8.8,12,1h 22m,Documentary,82
Code of Fear,7.0,7,1h 22m,Documentary,82
Beyond the Shoreline: The Channel of Bones,8.6,26,1h 28m,Documentary,88
Life Train,6.7,42,1h 30m,Documentary,90
The Darkest Days: Israel-Gaza Six Months On,5.5,42,59m,Documentary,59
Brev til Håkon Banken,8.1,28,1h 20m,Documentary,80
Zwischen uns Gott,6.7,22,1h 30m,Documentary,90
Making Kayfabe,9.8,14,44m,Documentary,44
From Dust to Light,8.3,7,56m,Documentary,56
The Final Days of Adolf Hitler,5.1,11,45m,Documentary,45
La Fugida,7.8,5,1h 29m,Documentary,89
Servidão,7.9,13,1h 12m,Documentary,72
100dB Indust-bag,8.9,10,1h 1m,Documentary,61
"The roller, the life, the fight",6.0,8,1h 25m,Documentary,85
Red Whiteville and Blue,8.4,7,1h 24m,Documentary,84
"Mary, Marianna, Maria: Ta agnosta ellinika hronia tis Kallas",8.2,12,1h 43m,Documentary,103
Der unsichtbare Zoo,7.7,7,2h 58m,Documentary,178
"Surf on, Europe!",7.8,22,1h 32m,Documentary,92
The Haunting in Rosemary Lane,3.5,29,59m,Documentary,59
Eternal Theater,6.1,21,1h 32m,Documentary,92
Fernanda Young: Foge-me ao Controle,7.8,42,1h 27m,Documentary,87
Giannis Spanos: Piso ap' ti markiza,7.8,17,1h 58m,Documentary,118
De Schaduw van de Lach - Het Verhaal van Jay Francis,6.4,24,1h 33m,Documentary,93
The Next Centimeter,7.5,35,26m,Documentary,26
Trans Hero,8.2,8,53m,Documentary,53
Walden ou la vie dans les bois,7.1,15,56m,Documentary,56
Toubib,6.4,11,1h 53m,Documentary,113
Jimmy Carter: From Peanuts to President,7.4,10,55m,Documentary,55
Azititoi,7.2,28,1h 15m,Documentary,75
LOOK UP: The Science of Cultural Evolution,9.0,8,2h 51m,Documentary,171
Hockney: I Love View,5.3,13,1h 10m,Documentary,70
Stemmen van naoorlogse generaties,6.9,7,1h 22m,Documentary,82
Stamps,9.4,18,46m,Documentary,46
Exile Never Ends,7.4,8,1h 40m,Documentary,100
Wrong Bodies,4.9,8,1h 37m,Documentary,97
Rise and Fall: China's Greatest Explorer (Zheng He),9.7,79,1h 13m,Documentary,73
The Water Eyed Boy,8.1,7,1h 14m,Documentary,74
"Agathe, Solange et moi",5.8,29,1h 11m,Documentary,71
À la poursuite de la chouette d'or,7.4,6,1h 14m,Documentary,74
Casse du siècle au Liban,7.3,25,1h 35m,Documentary,95
De caballos y guitarras,5.4,7,1h 40m,Documentary,100
Real Haunts 4,8.5,7,53m,Documentary,53
Le monde est à eux,6.4,17,1h 15m,Documentary,75
"La Storia, il romanzo dello scandalo",5.7,8,52m,Documentary,52
Stealing Giants,7.4,7,1h 28m,Documentary,88
Holland Pop 1970,6.6,26,1h 12m,Documentary,72
Baladin,8.5,13,46m,Documentary,46
En plads i solen,5.2,36,1h 20m,Documentary,80
"Mis ganas ganan, la historia de Elena Huelva",8.0,6,1h 40m,Documentary,100
Chaos Glacier Country,5.9,11,1h 20m,Documentary,80
Aiming High: A Race Against the Limits,7.7,9,1h 30m,Documentary,90
The Power of Sports for Amputees,9.2,14,1h 32m,Documentary,92
"Summers, el rebelde",6.8,23,1h 23m,Documentary,83
Mapa a Pandataria,8.8,10,1h 37m,Documentary,97
Mina and the Radio Bandits,7.3,44,1h 50m,Documentary,110
Umbra Razboiului,7.3,12,1h 35m,Documentary,95
Secrets of the Spy Whale,7.7,30,1h 27m,Documentary,87
"Iznik, les mystères de la basilique engloutie",7.2,7,1h 24m,Documentary,84
"Oltre il tempo, l'amore",8.0,20,50m,Documentary,50
Alma - Life Must Be Beautiful,5.9,29,1h 39m,Documentary,99
Bojevita kraljica noci,8.5,8,1h 20m,Documentary,80
The Nights Still Smell of Gunpowder,6.6,21,1h 33m,Documentary,93
Bei uns heisst sie Hanka,6.0,9,1h 32m,Documentary,92
Walk the Line,7.9,11,1h 11m,Documentary,71
Krigsvarsleren,7.4,7,55m,Documentary,55
"A Few Mornings, an Evening",6.2,15,1h 11m,Documentary,71
À hauteur d'enfant,7.5,6,1h 33m,Documentary,93
Sikat Subar,7.0,8,1h 34m,Documentary,94
Mamutu medziokle,8.3,41,1h 34m,Documentary,94
Une Jeunesse Française,6.5,9,1h 24m,Documentary,84
Death in Umm Al-Hiran,8.7,7,1h 30m,Documentary,90
Liverpool Story,9.3,7,2h 5m,Documentary,125
Le Cinéma en jeu: L'Amour fou de Jacques Rivette revisité,7.4,8,1h 34m,Documentary,94
Omegäng,7.2,13,1h 16m,Documentary,76
Charakter: Sportovec,5.9,19,52m,Documentary,52
Pearl Jam - Dark Matter,5.8,35,1h 37m,Documentary,97
At the End of Nothing at All,7.5,9,1h 30m,Documentary,90
Sisterqueens,6.4,13,1h 37m,Documentary,97
Retratos de República Dominicana,10.0,9,1h 1m,Documentary,61
Janzurka,5.5,17,1h 50m,Documentary,110
V mojih sanjah rase vsako noc drevo,7.7,7,56m,Documentary,56
The Lady with the Arrows,7.0,6,1h 28m,Documentary,88
Un día en Nueva York con Woody Allen,6.5,24,48m,Documentary,48
Fotografii însângerate,8.0,5,1h 23m,Documentary,83
Omo nero e Bucefalo in Kurdistan iracheno,8.9,47,1h 38m,Documentary,98
Cruise Boom,6.7,7,55m,Documentary,55
Winner,6.8,8,45m,Documentary,45
The Diet Deception,6.6,11,1h 10m,Documentary,70
Whites Only: Ade's Extremist Adventure,7.0,27,1h 5m,Documentary,65
Verissimo,6.4,16,1h 30m,Documentary,90
Sume sume,7.3,11,1h 8m,Documentary,68
"Reträtt - Punk, pension & reflektion",8.0,26,58m,Documentary,58
Neurotyypit,8.2,12,1h 16m,Documentary,76
Quest for the Shield,9.2,12,1h 52m,Documentary,112
87 Candles,8.9,9,55m,Documentary,55
Nesher,8.0,8,2h,Documentary,120
Annelin aika,6.7,7,1h 23m,Documentary,83
Efterklang: The Makedonium Band,7.9,16,1h 21m,Documentary,81
Les âmes bossales,6.8,7,1h 21m,Documentary,81
L' homme-vertige: Tales of a City,6.6,6,1h 33m,Documentary,93
"Georges Pompidou, la cruauté du pouvoir",6.2,6,1h 44m,Documentary,104
Saving Jones,8.0,5,1h 40m,Documentary,100
Gaza Is Our Home,8.5,19,1h 33m,Documentary,93
Rockstarai,5.0,9,1h 40m,Documentary,100
Húszra lapot,8.3,6,1h 24m,Documentary,84
Mass of the Ages: Guardians of Tradition,8.8,12,1h 28m,Documentary,88
Days of Géants 3: Dani Divova 3,9.8,62,1h 22m,Documentary,82
Besuch im Bubenland,7.6,5,1h 32m,Documentary,92
Trump VS Kamala: Race for the Whitehouse,7.5,9,1h 10m,Documentary,70
Echoes from Borderland,7.0,5,1h 10m,Documentary,70
When Time Passes,8.5,8,53m,Documentary,53
Om alla bara drar,6.4,18,1h 14m,Documentary,74
Kuyashii Gonzo: Blood Visions and Chaos Magic,8.8,13,1h 45m,Documentary,105
Kaláka,6.8,6,1h 36m,Documentary,96
Ta decibel tou Lefkou Pyrgou,9.2,9,1h 47m,Documentary,107
On Moral Grounds,8.4,7,1h 14m,Documentary,74
Niewyrazny klekot ptakow,8.0,10,1h 11m,Documentary,71
Patricija,8.5,10,1h 14m,Documentary,74
Het Stof dat Zwerft,8.3,6,1h 26m,Documentary,86
Celebrity Wines,7.9,8,1h 38m,Documentary,98
"Niemals allein, immer zusammen",6.9,16,1h 31m,Documentary,91
De wereld van Carlijn,7.4,22,1h 32m,Documentary,92
Lenaki: Dyo foties kai dyo katares,6.7,7,1h 12m,Documentary,72
"Indochine, la guerre oubliée",7.6,8,1h 42m,Documentary,102
HaMeorer,6.4,5,1h 33m,Documentary,93
They Are the Heroes,9.3,14,1h 10m,Documentary,70
Tabloids on Trial,4.1,19,1h 7m,Documentary,67
Minotauro,7.9,8,1h 15m,Documentary,75
Toquinho: Encontros e um Violão,8.6,5,1h 30m,Documentary,90
Xun zhao tang de zhang,7.8,16,1h 33m,Documentary,93
Facing Cancer,7.5,11,1h 30m,Documentary,90
Reproduktion,6.0,6,1h 51m,Documentary,111
Veljko od mora,7.2,16,53m,Documentary,53
"Stones: The Rise, Fall, and Rise of Scottish Stonelifting",9.9,13,1h 50m,Documentary,110
D-Day Hour by Hour,6.8,26,47m,Documentary,47
Miedzy nami sa sytuacje (Do I Still Get on Your Nerves?),8.6,5,1h 14m,Documentary,74
Lauri Markkanen - suomalainen supertähti,7.2,28,1h 3m,Documentary,63
Mii leat ain dás/Vi är fortfarande här,5.5,12,1h 19m,Documentary,79
Vracht,8.1,14,1h 20m,Documentary,80
Dans la tête de Godard et de Beauregard,7.3,8,1h 5m,Documentary,65
Memories of CS:GO: The Early Years,7.4,6,1h 28m,Documentary,88
The Light Slipping Through,8.3,8,51m,Documentary,51
Ghost Detainee,8.1,105,1h 30m,Documentary,90
KI: Maschinenträume im Film,7.2,10,52m,Documentary,52
La Santa Cecilia: Alma Bohemia,4.5,11,1h 2m,Documentary,62
Patchwork Family,9.9,7,56m,Documentary,56
Seul Godard,4.2,17,1h 28m,Documentary,88
Palingdans,7.7,28,1h 12m,Documentary,72
La xarxa ultra,7.8,5,1h 3m,Documentary,63
Carolina Marín: la lucha infinita,8.1,11,49m,Documentary,49
Davaj Paradiso,9.1,27,1h 3m,Documentary,63
Onde as Ondas Quebram,9.9,16,1h 25m,Documentary,85
Faithful unto Death,7.1,15,1h 17m,Documentary,77
Divino Dalí,8.5,6,1h,Documentary,60
"Juris Jurjans. Septinas dienas ar gleznosanu, runasanu, klusesanu",8.8,5,1h 15m,Documentary,75
The Ecuadorian Candidate,6.0,10,1h 33m,Documentary,93
Hassanovi Ratovi,9.8,19,1h 27m,Documentary,87
5th Round,6.1,14,1h 26m,Documentary,86
On a volé ma VF,8.5,7,1h 50m,Documentary,110
The Land of Forgotten Songs,6.7,10,1h 33m,Documentary,93
Die Mutigen 56 - Deutschlands längster Streik,6.6,10,1h 30m,Documentary,90
Paranoid: 25 let,6.0,7,51m,Documentary,51
Everything Will Be Good,9.0,9,1h 26m,Documentary,86
El Fotógrafo de la 40,9.4,5,1h 16m,Documentary,76
Kedi Adam,8.6,9,51m,Documentary,51
Seigi no yukue,8.1,9,2h 38m,Documentary,158
La última noche de Sonia Martínez,6.9,45,1h 13m,Documentary,73
Barn nr 182,7.7,6,53m,Documentary,53
Andy Murray: Will to Win,7.7,14,59m,Documentary,59
Black Codes,5.2,22,1h 7m,Documentary,67
Point Blank the Documentary,8.9,13,46m,Documentary,46
Ikke slipp meg,8.4,5,59m,Documentary,59
Faulad - Nerves of Steel,9.5,9,1h 14m,Documentary,74
À quand l'Afrique?,6.8,15,1h 30m,Documentary,90
Längtan till Áhkká,8.4,12,1h 19m,Documentary,79
Dosije Kosovo - Pogrom,7.6,5,1h 49m,Documentary,109
Epizody: Ne peremykaites,8.4,19,1h 9m,Documentary,69
2Unbreakable,8.6,7,1h 30m,Documentary,90
Mardi ba Kife Ghermez,6.0,25,1h 10m,Documentary,70
De Mi Ansiedad a Tu Felicidad,8.7,7,1h 30m,Documentary,90
Vroeg Verloren,8.1,19,58m,Documentary,58
"Guérilla des FARC, l'avenir a une histoire",7.4,10,2h 24m,Documentary,144
Baldy for the Blind,9.7,54,1h 18m,Documentary,78
Les Vieux,6.9,15,1h 36m,Documentary,96
Dann gehste eben nach Parchim - Von der Leidenschaft des jungen Theaters,7.2,6,1h 34m,Documentary,94
The Unfixing,9.3,6,1h 26m,Documentary,86
Here Children Do Not Play Together,5.6,8,1h 3m,Documentary,63
Deep Purple - Access All Areas,8.2,5,1h,Documentary,60
Epizody: Tin Chornobylia,8.1,27,1h 17m,Documentary,77
De Biesbosch: Natuur in beweging,8.7,19,1h 35m,Documentary,95
Japans tätowierte Helden,7.2,7,43m,Documentary,43
Kind van de Tijd,8.4,17,56m,Documentary,56
Discovery Zanzibar,7.2,103,57m,Documentary,57
Nii ta on,7.4,6,1h 22m,Documentary,82
I'm Not Gonna Let It Stop Me,6.9,19,1h 8m,Documentary,68
Skint - The Truth About Britain's Broken Economy,7.7,8,47m,Documentary,47
Terror Mandelão,8.4,5,1h 15m,Documentary,75
Kudak sarbaz,8.0,5,52m,Documentary,52
The Canal Map of Britain,6.8,10,59m,Documentary,59
Scootmobiel,7.3,9,50m,Documentary,50
American Dirge,9.6,5,1h 21m,Documentary,81
The Promise of Perfume,6.6,8,57m,Documentary,57
Gabrielius is neprarastojo rojaus,7.1,8,1h 17m,Documentary,77
Los sueños viajan con el viento,7.2,7,1h 11m,Documentary,71
When Giants Walked Here,7.1,9,57m,Documentary,57
Spelkollektivet: To Build a Castle,9.7,6,1h 24m,Documentary,84
The Story of Microdisney: The Clock Comes Down the Stairs,6.0,9,1h 21m,Documentary,81
Lapilli,4.7,10,1h 5m,Documentary,65
Toch Kedey Tnua,8.0,5,54m,Documentary,54
Synadelfoi iroikoi oikodomoi,9.0,5,57m,Documentary,57
"Anaïs, 2 chapitres",6.5,13,1h 44m,Documentary,104
Oi Elefsinioi,8.0,6,1h 48m,Documentary,108
Kypros 1974-2024: Oi anthropoi pou den xehasan,3.3,10,1h 8m,Documentary,68
Bittere Früchte,6.2,7,1h 25m,Documentary,85
Som vi har älskat,7.2,30,1h 22m,Documentary,82
55 Years Glavbolgarstroy,9.9,14,53m,Documentary,53
"Surf, le feu sacré",8.2,7,1h 30m,Documentary,90
Kako biti Slobodan?,8.9,10,1h 2m,Documentary,62
"Lupicinio Rodrigues, Confissões de um Sofredor",7.0,5,1h 39m,Documentary,99
Fast Track: Taking on the Speedway,9.5,9,35m,Documentary,35
Aut There,8.2,9,52m,Documentary,52
Utan ord - I filmmusikens värld,7.0,16,52m,Documentary,52
Der Metall-Planet: Rohstoffe für die Zukunft,6.2,5,45m,Documentary,45
Alles Goed,6.3,10,1h 56m,Documentary,116
Natanael Cano: Tumbado Tour 2024,2.4,8,3h 17m,Documentary,197
Vote for Sale,8.7,7,1h,Documentary,60
Miniatyrmakaren - En film om Niki Lindroth von Bahr,7.0,5,58m,Documentary,58
Is University Really Worth It?,5.2,12,1h,Documentary,60
"Desvanecer, allí y acá latente",5.4,7,1h 4m,Documentary,64
Demand for Hate,8.0,9,1h,Documentary,60
La generación del 60: La amistad que no se conocía,6.6,5,1h 30m,Documentary,90
Die Enkeltrick Betrüger,8.6,20,1h 20m,Documentary,80
Beyaz Zenciler: Yapim Asamasi,8.6,5,55m,Documentary,55
Stronger than Ever,9.6,15,1h 11m,Documentary,71
Continuará...,7.3,6,1h 3m,Documentary,63
045 - Sporen van Mijnstreek-Oost,9.4,8,50m,Documentary,50
L'effet Bahamas,7.2,6,1h 35m,Documentary,95
"Hermanos, una historia de sangre",6.6,16,1h 17m,Documentary,77
¡Qué suerte hemos tenido!,7.5,16,1h 2m,Documentary,62
Västerhavets hemligheter,7.3,7,1h 15m,Documentary,75
Böhse Onkelz: 40 Jahre Onkelz - Live im Waldstadion,8.7,9,3h 5m,Documentary,185
Malartic,5.9,9,1h 29m,Documentary,89
Esther Williams : La Sirène d'Hollywood,6.0,15,53m,Documentary,53
Herchcovitch; Exposto,5.7,21,1h 36m,Documentary,96
Dove Cult,8.4,7,1h 30m,Documentary,90
Sempre,6.8,5,1h 47m,Documentary,107
Pure Cinema III,5.7,9,58m,Documentary,58
Polarizados,8.9,9,1h 38m,Documentary,98
Pure Cinema III,5.7,8,54m,Documentary,54
I was Born in a Garage,7.9,7,1h 5m,Documentary,65
Still Stares,6.7,7,1h 15m,Documentary,75
Anora,7.5,180000,2h 19m,Drama,139
A Complete Unknown,7.4,73000,2h 21m,Drama,141
Mufasa: The Lion King,6.6,62000,1h 58m,Drama,118
The Substance,7.3,295000,2h 21m,Drama,141
The Assessment,6.8,2600,1h 54m,Drama,114
The Brutalist,7.4,78000,3h 36m,Drama,216
A Real Pain,7.1,88000,1h 30m,Drama,90
Conclave,7.4,146000,2h,Drama,120
Gladiator II,6.5,227000,2h 28m,Drama,148
The Friend,6.7,980,1h 59m,Drama,119
Babygirl,5.9,52000,1h 54m,Drama,114
Speak No Evil,6.8,97000,1h 50m,Drama,110
Freaky Tales,7.2,1100,1h 47m,Drama,107
I'm Still Here,8.3,104000,2h 17m,Drama,137
It Ends with Us,6.4,85000,2h 10m,Drama,130
Dune: Part Two,8.5,623000,2h 46m,Drama,166
Parthenope,6.6,11000,2h 17m,Drama,137
"Husband, Father, Killer: The Alyssa Pladl Story",6.2,236,1h 27m,Drama,87
Pushpa: The Rule - Part 2,6.1,56000,3h 21m,Drama,201
The Apprentice,7.1,54000,2h 2m,Drama,122
Queer,6.4,20000,2h 17m,Drama,137
Juror #2,7.0,96000,1h 54m,Drama,114
The Order,6.8,41000,1h 56m,Drama,116
The Penguin Lessons,7.3,1100,1h 51m,Drama,111
Presence,6.1,21000,1h 24m,Drama,84
Megalopolis,4.7,35000,2h 18m,Drama,138
We Live in Time,7.0,51000,1h 48m,Drama,108
Ask Me What You Want,3.7,661,1h 54m,Drama,114
The Count of Monte-Cristo,7.6,34000,2h 58m,Drama,178
The Fall Guy,6.8,220000,2h 6m,Drama,126
Horizon: An American Saga - Chapter 1,6.7,40000,3h 1m,Drama,181
The Return,6.2,8300,1h 56m,Drama,116
Here,6.3,20000,1h 44m,Drama,104
The Last Showgirl,6.5,11000,1h 28m,Drama,88
Emilia Pérez,5.4,88000,2h 12m,Drama,132
Saturday Night,6.9,30000,1h 49m,Drama,109
Challengers,7.0,154000,2h 11m,Drama,131
A Nice Indian Boy,8.0,485,1h 36m,Drama,96
Small Things Like These,6.8,22000,1h 38m,Drama,98
Bring Them Down,6.5,2700,1h 46m,Drama,106
September 5,7.1,23000,1h 35m,Drama,95
The Life of Chuck,7.6,526,1h 50m,Drama,110
Inside Out 2,7.5,216000,1h 36m,Drama,96
Joker: Folie à Deux,5.2,160000,2h 18m,Drama,138
Road House,6.2,167000,2h 1m,Drama,121
The Lord of the Rings: The War of the Rohirrim,6.3,30000,2h 14m,Drama,134
Rebel Ridge,6.8,88000,2h 11m,Drama,131
Love Lies Bleeding,6.6,57000,1h 44m,Drama,104
Kinds of Kindness,6.5,59000,2h 44m,Drama,164
William Tell,5.7,2400,2h 13m,Drama,133
A Quiet Place: Day One,6.3,149000,1h 39m,Drama,99
Queen of the Ring,6.9,932,2h 20m,Drama,140
On Swift Horses,5.8,336,1h 57m,Drama,117
Lucky Baskhar,8.0,31000,2h 28m,Drama,148
A Different Man,6.9,29000,1h 52m,Drama,112
The Six Triple Eight,6.7,26000,2h 7m,Drama,127
Distant,5.7,3200,1h 27m,Drama,87
The Room Next Door,6.8,19000,1h 47m,Drama,107
The Shrouds,6.0,1100,1h 59m,Drama,119
Nickel Boys,7.0,18000,2h 20m,Drama,140
My Old Ass,6.9,39000,1h 29m,Drama,89
The Idea of You,6.3,73000,1h 55m,Drama,115
Spaceman,5.7,43000,1h 47m,Drama,107
IF,6.4,58000,1h 44m,Drama,104
Caddo Lake,6.8,42000,1h 43m,Drama,103
Maria,6.4,19000,2h 4m,Drama,124
I Saw the TV Glow,5.8,36000,1h 40m,Drama,100
Kingdom of the Planet of the Apes,6.9,151000,2h 25m,Drama,145
The Outrun,6.9,15000,1h 58m,Drama,118
Mon Potongo,6.8,338,2h 29m,Drama,149
Bob Trevino Likes It,8.0,785,1h 41m,Drama,101
The Uninvited,5.9,166,1h 37m,Drama,97
The Girl with the Needle,7.5,13000,2h 3m,Drama,123
Uglies,4.7,33000,1h 40m,Drama,100
The Seed of the Sacred Fig,7.6,13000,2h 47m,Drama,167
Horizon: An American Saga - Chapter 2,7.2,1300,3h 10m,Drama,190
Homestead,5.3,3500,1h 52m,Drama,112
Young Woman and the Sea,7.5,17000,2h 9m,Drama,129
Memoir of a Snail,7.8,17000,1h 35m,Drama,95
Culpa Tuya,5.2,13000,1h 58m,Drama,118
Arcadian,5.5,23000,1h 32m,Drama,92
My Dead Friend Zoe,6.6,2200,1h 43m,Drama,103
Dirty Angels,4.3,3400,1h 44m,Drama,104
A Family Affair,5.4,36000,1h 51m,Drama,111
Kneecap,7.6,17000,1h 45m,Drama,105
Miller's Girl,5.2,23000,1h 33m,Drama,93
Bird,7.0,8400,1h 59m,Drama,119
Santosh,7.1,1900,2h 8m,Drama,128
Mothers' Instinct,6.3,20000,1h 34m,Drama,94
Lift,5.5,49000,1h 47m,Drama,107
Nr. 24,7.5,15000,1h 51m,Drama,111
Ordinary Angels,7.4,16000,1h 58m,Drama,118
All We Imagine as Light,7.1,9600,1h 58m,Drama,118
Blitz,6.2,16000,2h,Drama,120
Absolution,5.2,7900,1h 52m,Drama,112
The Instigators,6.2,37000,1h 41m,Drama,101
Holy Cow,7.2,1600,1h 32m,Drama,92
Maharaja,8.4,67000,2h 21m,Drama,141
Attack on Titan the Movie: The Last Attack,9.2,15000,2h 25m,Drama,145
Reagan,6.1,11000,2h 21m,Drama,141
The Salt Path,7.3,119,1h 55m,Drama,115
Marco,6.8,21000,2h 25m,Drama,145
In a Violent Nature,5.6,26000,1h 34m,Drama,94
Hard Truths,7.3,5300,1h 37m,Drama,97
My Penguin Friend,6.7,5100,1h 37m,Drama,97
Sebastian,6.7,1800,1h 50m,Drama,110
Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write About a Serial Killer,7.4,166,1h 42m,Drama,102
The Wonderful Story of Henry Sugar and Three More,7.1,6700,1h 28m,Drama,88
The Marching Band,7.4,2800,1h 43m,Drama,103
Atlas,5.6,56000,1h 58m,Drama,118
Young Hearts,8.0,4700,1h 39m,Drama,99
Back to Black,6.3,27000,2h 2m,Drama,122
How to Make Millions Before Grandma Dies,8.0,14000,2h 5m,Drama,125
Canary Black,5.3,11000,1h 41m,Drama,101
Arthur the King,7.0,34000,1h 47m,Drama,107
Exhuma,6.9,23000,2h 14m,Drama,134
Love Me,5.1,2400,1h 31m,Drama,91
Die Alone,5.7,2900,1h 31m,Drama,91
La cocina,7.2,2800,2h 19m,Drama,139
Under Paris,5.2,36000,1h 44m,Drama,104
When Fall Is Coming,6.8,1700,1h 44m,Drama,104
Misericordia,6.9,2000,1h 44m,Drama,104
Superboys of Malegaon,7.8,1900,2h 7m,Drama,127
Rumours,5.0,4600,1h 44m,Drama,104
Kalki 2898 AD,7.0,66000,3h,Drama,180
Beating Hearts,7.0,4600,2h 46m,Drama,166
The Deliverance,5.1,22000,1h 52m,Drama,112
Emmanuelle,4.1,1600,1h 47m,Drama,107
Joy,7.1,9300,1h 55m,Drama,115
Armor,3.6,3800,1h 29m,Drama,89
Hey Joe,6.2,216,1h 57m,Drama,117
Chosen Family,4.8,395,1h 28m,Drama,88
Sister Midnight,6.6,378,1h 47m,Drama,107
Lilies Not for Me,7.6,157,1h 39m,Drama,99
Killer Heat,5.6,13000,1h 35m,Drama,95
Long Gone Heroes,5.2,1100,1h 41m,Drama,101
The Forge,6.7,4800,2h 4m,Drama,124
Black Dog,7.2,2800,1h 56m,Drama,116
Watchmen: Chapter I,7.0,6500,1h 23m,Drama,83
The Damned,5.7,3900,1h 29m,Drama,89
The Devil's Bath,6.6,6200,2h 1m,Drama,121
Bonhoeffer: Pastor. Spy. Assassin.,6.3,3600,2h 13m,Drama,133
Lonely Planet,5.7,12000,1h 34m,Drama,94
Cabrini,7.3,8700,2h 22m,Drama,142
Rebel Moon - Part Two: The Scargiver,5.3,59000,2h 2m,Drama,122
Vermiglio,6.9,4000,1h 59m,Drama,119
Mother of the Bride,4.8,17000,1h 28m,Drama,88
The End,5.5,1800,2h 28m,Drama,148
Succubus,4.6,1200,1h 43m,Drama,103
Unstoppable,6.8,4100,1h 56m,Drama,116
Four Mothers,7.2,190,1h 29m,Drama,89
Watchmen: Chapter II,7.0,3000,1h 30m,Drama,90
The Children's Train,7.4,7100,1h 46m,Drama,106
Restless,6.7,185,1h 29m,Drama,89
Loveable,7.9,1800,1h 41m,Drama,101
Dead Mail,6.7,321,1h 46m,Drama,106
Bob Marley: One Love,6.2,34000,1h 47m,Drama,107
Eephus,7.1,564,1h 39m,Drama,99
Ghostlight,7.6,5900,1h 55m,Drama,115
Dìdi,7.3,13000,1h 33m,Drama,93
Armand,6.2,2700,1h 58m,Drama,118
Being Maria,6.1,597,1h 40m,Drama,100
Faith of Angels,5.7,211,1h 38m,Drama,98
Ponyboi,5.8,289,1h 43m,Drama,103
The Last Dance,7.8,2300,2h 6m,Drama,126
The Fire Inside,6.7,2500,1h 49m,Drama,109
Goodrich,6.3,5200,1h 50m,Drama,110
The Tearsmith,5.2,12000,1h 43m,Drama,103
Kishkindha Kaandam,8.0,12000,2h 13m,Drama,133
Look Back,7.8,15000,58m,Drama,58
Between Borders,5.9,233,1h 30m,Drama,90
The Thicket,5.8,3100,1h 48m,Drama,108
Winter Spring Summer or Fall,7.1,531,1h 37m,Drama,97
"Oh, Canada",5.7,2000,1h 31m,Drama,91
Do Patti,6.4,69000,2h 6m,Drama,126
A Sacrifice,5.0,5200,1h 34m,Drama,94
McVeigh,4.5,504,1h 30m,Drama,90
The Girl in the Pool,4.3,1400,1h 29m,Drama,89
Revolver,5.4,860,1h 54m,Drama,114
Audrey's Children,7.0,368,1h 50m,Drama,110
Scoop,6.5,20000,1h 42m,Drama,102
Modi: Three Days on the Wing of Madness,5.6,525,1h 50m,Drama,110
Four Letters of Love,6.8,33,2h 5m,Drama,125
Los Frikis,6.8,800,1h 51m,Drama,111
Boneyard,4.1,5000,1h 36m,Drama,96
The Best Christmas Pageant Ever,6.8,6100,1h 39m,Drama,99
Universal Language,7.0,1400,1h 29m,Drama,89
Millers in Marriage,5.3,362,1h 57m,Drama,117
Out of My Mind,7.4,2600,1h 42m,Drama,102
Mea Culpa,4.2,7000,2h,Drama,120
Mary,5.2,8100,1h 52m,Drama,112
Colors of Evil: Red,6.4,8400,1h 51m,Drama,111
Touch,7.4,5400,2h 1m,Drama,121
Grafted,5.6,2200,1h 36m,Drama,96
Goebbels and the Führer,6.7,2200,2h 15m,Drama,135
The Most Precious of Cargoes,7.1,936,1h 21m,Drama,81
Cloud,6.3,1100,2h 4m,Drama,124
Cheat,4.2,201,1h 45m,Drama,105
On Falling,7.4,541,1h 44m,Drama,104
Midas Man,6.4,1600,1h 52m,Drama,112
Baby John,5.2,17000,2h 39m,Drama,159
Girls Will Be Girls,7.1,2500,1h 58m,Drama,118
Uprising,6.6,5500,2h 6m,Drama,126
